epoch,train_acc,train_loss,test_acc,test_loss,time
1.0,0.7756909090909095,4.520853335293856,0.47230000000000016,5.796733203124999,211.52962112426758
2.0,0.880836363636364,2.9260230490944616,0.6821000000000002,3.1683830444335945,200.30952763557434
3.0,0.8956181818181826,2.0190670213179165,0.8587999999999999,1.8683864639282233,200.39117288589478
4.0,0.9049454545454548,1.4410754106001418,0.8215000000000001,1.5011730392456053,199.8158357143402
5.0,0.9095636363636369,1.0699754459727902,0.8430000000000002,1.2219242012023925,199.85534620285034
6.0,0.9098909090909103,0.8308508508855641,0.7873999999999999,1.1222935409545902,200.04901480674744
7.0,0.9121818181818198,0.6769517361727633,0.9020999999999999,0.655395029449463,199.8550214767456
8.0,0.9141272727272739,0.5781322981400925,0.5451000000000004,2.319043046569825,199.97679328918457
9.0,0.9165272727272735,0.513905808258057,0.8647999999999999,0.6422572147369388,200.05688428878784
10.0,0.9159272727272735,0.4749058789339931,0.8651,0.6058776008605958,200.0552327632904
11.0,0.9181636363636372,0.44799324756969117,0.8451000000000004,0.7107087181091304,200.0498743057251
12.0,0.9202181818181832,0.4321645340659398,0.886,0.5214215270996093,199.79611706733704
13.0,0.9191090909090914,0.42331319649436244,0.8403999999999999,0.6725656745910648,200.01019978523254
14.0,0.9199818181818189,0.4183661428971726,0.8613,0.5754768920898438,200.00018095970154
15.0,0.9187636363636367,0.4146600539467551,0.7286999999999998,0.9914022048950192,200.10300827026367
16.0,0.9199636363636369,0.4120978469848634,0.8423,0.6762444839477539,200.2990643978119
17.0,0.9220727272727286,0.4051362607782539,0.8257000000000002,0.6701946266174313,200.24823999404907
18.0,0.922763636363637,0.4000980216979981,0.6792000000000002,1.440621332550049,200.07357740402222
19.0,0.9222909090909089,0.40029879025546017,0.8995000000000002,0.47584971656799313,200.1270182132721
20.0,0.9230909090909092,0.40087252294367,0.8490999999999999,0.607116951751709,200.38801169395447
21.0,0.9227090909090913,0.3979264685890893,0.8794,0.5223881660461426,200.07880234718323
22.0,0.9209090909090918,0.40005610639398764,0.8785000000000004,0.5515108871459962,199.7101695537567
23.0,0.9228363636363652,0.3968276668895374,0.8603000000000005,0.5939642887115477,200.2823350429535
24.0,0.9258181818181818,0.3903598505540327,0.8497000000000002,0.6250031646728516,200.30386090278625
25.0,0.9420909090909079,0.3398562833959403,0.9288000000000001,0.3639571304321292,200.24766373634338
26.0,0.9479999999999997,0.3184242761091753,0.9283000000000001,0.3674604349136353,199.91630721092224
27.0,0.9511999999999995,0.3067609597986393,0.9166000000000003,0.391913132095337,200.05232787132263
28.0,0.9524909090909088,0.29798802001259533,0.9315000000000003,0.353232027053833,199.85595417022705
29.0,0.9533454545454537,0.2893861987027253,0.9283000000000002,0.3587548069000245,200.17806315422058
30.0,0.9542909090909085,0.28391392711292607,0.9360000000000002,0.3320730113983156,200.23632645606995
31.0,0.9556363636363633,0.27608379499262037,0.9330999999999999,0.34040124263763416,199.93864154815674
32.0,0.9558181818181816,0.272850514498624,0.9245000000000005,0.3561803707122803,199.9497458934784
33.0,0.9569272727272725,0.2672564830433239,0.9313000000000006,0.33743018589019774,199.6467158794403
34.0,0.9571090909090905,0.2629239422538063,0.9292000000000001,0.3410357534408569,199.97834086418152
35.0,0.9578181818181815,0.2587486956162886,0.9313000000000003,0.33094961528778094,199.93605065345764
36.0,0.9585454545454544,0.2548803311087868,0.9257000000000004,0.35133332252502447,199.769109249115
37.0,0.9640909090909112,0.24004003191861242,0.9323000000000001,0.3248592781066894,200.01233863830566
38.0,0.9651818181818197,0.23545410596674138,0.9359000000000002,0.3181877063751221,200.30910062789917
39.0,0.9648727272727288,0.23522159538269022,0.9363000000000004,0.31706255607605005,200.30229139328003
40.0,0.9653090909090922,0.23379388021989309,0.9376000000000002,0.3169142484664917,200.12076020240784
41.0,0.9659636363636378,0.23241856273304354,0.9344999999999999,0.3196911354064942,200.19323801994324
42.0,0.9680000000000012,0.2275569907101718,0.9366000000000004,0.3182372486114501,200.08033442497253
43.0,0.9671818181818204,0.22873936504017228,0.9368000000000003,0.31382451457977295,200.09432649612427
44.0,0.9684000000000025,0.22666512933210886,0.9363000000000001,0.31876203117370616,200.15067386627197
45.0,0.9682181818181844,0.22530603994889684,0.9368999999999998,0.31489671955108656,200.14542937278748
46.0,0.968745454545457,0.2252712476903743,0.9364000000000005,0.3178214466094971,199.94222450256348
47.0,0.9690727272727294,0.2227601421009411,0.9392000000000004,0.31256274509429943,200.03721928596497
48.0,0.9685090909090931,0.2235363070401278,0.9383,0.3167441547393798,199.94926238059998
49.0,0.9701454545454564,0.2209368801810524,0.9381000000000004,0.3156828445434571,200.14221835136414
50.0,0.969272727272729,0.21977764812816278,0.9395000000000001,0.3107572967529298,200.37351059913635
